independent,dependent,test,statistic,pvalue,notes
Withdrawl - Raw Score,Emotional Support - Raw Score,spearman,-0.08270280597775266,0.5334628863077862,
Withdrawl - Raw Score,Informational Support - Raw Score,spearman,-0.015364612483430845,0.9080492370742217,
Withdrawl - Raw Score,Instrumental Support - Raw Score,spearman,-0.02708057385381028,0.8386688117939272,
Withdrawl - Raw Score,Emotional Support - T Score,spearman,-0.08152659876487343,0.5393195838539444,
Withdrawl - Raw Score,Informational Support - T Score,spearman,-0.00461749871008019,0.9723118018223663,
Withdrawl - Raw Score,Instrumental Support - T Score,spearman,-0.02888375880553748,0.8280846900064176,
Withdrawl - Raw Score,Perceived Social Support Total T Score,spearman,-0.0786248208444566,0.553901152999422,
Withdrawl - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Raw Score,Power Self Concept - Real Self Concept Score,spearman,-0.3262214239018,0.011684334645385154,
Withdrawl - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.18453585301129724,0.16176257770216532,
Withdrawl - Raw Score,Power Self Concept – Social Self Concept Score,spearman,-0.06596121900075955,0.619641593926065,
Withdrawl - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.4642259398985322,0.0002125850425771805,
Withdrawl - Raw Score,Social Self Concept – Social Self Concept Score,spearman,-0.14545022337886507,0.27169045446520934,
Withdrawl - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,-0.3916081945713569,0.0021610862592715513,
Withdrawl - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.18595691229773645,0.1585000999532485,
Withdrawl - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,-0.08173779263264036,0.5382656797376699,
Withdrawl - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.44068573885621887,0.00047734288807000887,
Withdrawl - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.1925252371272246,0.14404851081115402,
Withdrawl - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,-0.14047468707009694,0.2886022682535452,
Withdrawl - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.515042435766634,2.9953248072788012e-05,
Withdrawl - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.2462817214348234,0.06006364427612421,
Withdrawl - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.2786431914575839,0.032595749691112424,
Withdrawl - Raw Score,Real Self Concept Total Score,spearman,-0.5047768259545615,4.5642300203283925e-05,
Withdrawl - Raw Score,Ideal Self Concept Total Score,spearman,-0.21226401369700243,0.10652803683159671,
Withdrawl - Raw Score,Social Self Concept Total Score,spearman,-0.19076456975938874,0.14782207716354798,
Withdrawl - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Withdrawl - Raw Score,Perceived Social Stress Score,spearman,0.3287681272092055,0.011009770535084682,
Withdrawl - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Emotional Support - Raw Score,spearman,-0.3260220500949069,0.011738618948395027,
Occupational & Relationship Consequences - Raw Score,Informational Support - Raw Score,spearman,-0.25150433709493963,0.05466634337490762,
Occupational & Relationship Consequences - Raw Score,Instrumental Support - Raw Score,spearman,-0.2828246240310647,0.029971843801167807,
Occupational & Relationship Consequences - Raw Score,Emotional Support - T Score,spearman,-0.3210531782636944,0.013163640923997385,
Occupational & Relationship Consequences - Raw Score,Informational Support - T Score,spearman,-0.2501355337978137,0.0560413240878798,
Occupational & Relationship Consequences - Raw Score,Instrumental Support - T Score,spearman,-0.2739443186741241,0.03577008943812326,
Occupational & Relationship Consequences - Raw Score,Perceived Social Support Total T Score,spearman,-0.3277434082438921,0.011277033906955662,
Occupational & Relationship Consequences - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Power Self Concept - Real Self Concept Score,spearman,-0.13638948944978654,0.30299337424420064,
Occupational & Relationship Consequences - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.2706393626615261,0.038153156079394894,
Occupational & Relationship Consequences - Raw Score,Power Self Concept – Social Self Concept Score,spearman,-0.03642980726315595,0.7841411381470763,
Occupational & Relationship Consequences - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.2877226468375078,0.027125330825481058,
Occupational & Relationship Consequences - Raw Score,Social Self Concept – Social Self Concept Score,spearman,-0.13632247956722443,0.30323323757390575,
Occupational & Relationship Consequences - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,-0.24761616929634198,0.05864527579382614,
Occupational & Relationship Consequences - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.28104328897886344,0.031067203631433695,
Occupational & Relationship Consequences - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,-0.0886913320210593,0.5041379383567481,
Occupational & Relationship Consequences - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.25189065228723106,0.05428327967847835,
Occupational & Relationship Consequences - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.2856200032285607,0.028318171095694736,
Occupational & Relationship Consequences - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,-0.1582115788406436,0.23138458155087016,
Occupational & Relationship Consequences - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.31307761870590817,0.01576205244691859,
Occupational & Relationship Consequences - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.2607244084174373,0.046102366278529566,
Occupational & Relationship Consequences - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.13203431167116084,0.3188382180365428,
Occupational & Relationship Consequences - Raw Score,Real Self Concept Total Score,spearman,-0.29350743514748323,0.02405937491521981,
Occupational & Relationship Consequences - Raw Score,Ideal Self Concept Total Score,spearman,-0.27882374961607237,0.032478617880859394,
Occupational & Relationship Consequences - Raw Score,Social Self Concept Total Score,spearman,-0.12774418022208497,0.33495313286022643,
Occupational & Relationship Consequences - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Raw Score,Perceived Social Stress Score,spearman,0.3620837123728717,0.00483211864550597,
Occupational & Relationship Consequences - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Emotional Support - Raw Score,spearman,-0.20733762904590747,0.11509693215782638,
Compulsive Behaviour - Raw Score,Informational Support - Raw Score,spearman,-0.16591716676087995,0.2091551784850914,
Compulsive Behaviour - Raw Score,Instrumental Support - Raw Score,spearman,-0.22177290122730076,0.09138913638656687,
Compulsive Behaviour - Raw Score,Emotional Support - T Score,spearman,-0.2011384876189177,0.1266177443198528,
Compulsive Behaviour - Raw Score,Informational Support - T Score,spearman,-0.16180800744624887,0.22081431168892773,
Compulsive Behaviour - Raw Score,Instrumental Support - T Score,spearman,-0.21723080593692645,0.09839577468074212,
Compulsive Behaviour - Raw Score,Perceived Social Support Total T Score,spearman,-0.250478879463382,0.05569382264449527,
Compulsive Behaviour - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Power Self Concept - Real Self Concept Score,spearman,-0.27572601458197377,0.034537512813787884,
Compulsive Behaviour - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.32702742737326707,0.011467084221851071,
Compulsive Behaviour - Raw Score,Power Self Concept – Social Self Concept Score,spearman,-0.1985555932899617,0.13166793204551067,
Compulsive Behaviour - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.31178874990889116,0.016220693805421488,
Compulsive Behaviour - Raw Score,Social Self Concept – Social Self Concept Score,spearman,-0.23379738303200245,0.07471697510356752,
Compulsive Behaviour - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,-0.28230490886852166,0.030288031086583848,
Compulsive Behaviour - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.25258946072315863,0.05359589244013672,
Compulsive Behaviour - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,-0.2025660460935217,0.12389024560968558,
Compulsive Behaviour - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.25548822765197393,0.050819646771397706,
Compulsive Behaviour - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.22764684997950008,0.08291395165000313,
Compulsive Behaviour - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,-0.15396182114415752,0.2443196703333972,
Compulsive Behaviour - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.39529399334155185,0.001944327610536804,
Compulsive Behaviour - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.22398626173648722,0.08811938749349195,
Compulsive Behaviour - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.27349158908147364,0.036089039959584304,
Compulsive Behaviour - Raw Score,Real Self Concept Total Score,spearman,-0.3252687481189899,0.011945693539138044,
Compulsive Behaviour - Raw Score,Ideal Self Concept Total Score,spearman,-0.2559144090295135,0.05042154713763933,
Compulsive Behaviour - Raw Score,Social Self Concept Total Score,spearman,-0.25421963734205477,0.05201983673248275,
Compulsive Behaviour - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Raw Score,Perceived Social Stress Score,spearman,0.2100416627279927,0.11033052633024948,
Compulsive Behaviour - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Emotional Support - Raw Score,spearman,-0.12132954453890155,0.3599828435707494,
Obsession with Internet - Raw Score,Informational Support - Raw Score,spearman,-0.0847175618094659,0.5235040623786278,
Obsession with Internet - Raw Score,Instrumental Support - Raw Score,spearman,-0.22904501802144334,0.08099095741977974,
Obsession with Internet - Raw Score,Emotional Support - T Score,spearman,-0.11842218000141554,0.3716940131864309,
Obsession with Internet - Raw Score,Informational Support - T Score,spearman,-0.07860468746888877,0.5540029766498347,
Obsession with Internet - Raw Score,Instrumental Support - T Score,spearman,-0.22929220596281266,0.08065467928555597,
Obsession with Internet - Raw Score,Perceived Social Support Total T Score,spearman,-0.18076045822174283,0.17066942455415163,
Obsession with Internet - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Power Self Concept - Real Self Concept Score,spearman,-0.1794743624333148,0.17378373336033143,
Obsession with Internet - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.15275925179676395,0.248067951813523,
Obsession with Internet - Raw Score,Power Self Concept – Social Self Concept Score,spearman,-0.17488391051460728,0.18523648084041286,
Obsession with Internet - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.17082325949518734,0.19581194442073707,
Obsession with Internet - Raw Score,Social Self Concept – Social Self Concept Score,spearman,-0.16623710327082586,0.2082659802771406,
Obsession with Internet - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,-0.1502378363127206,0.2560535669833141,
Obsession with Internet - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.17276265231748691,0.1907085338280812,
Obsession with Internet - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,-0.15685101867711515,0.23547314219774504,
Obsession with Internet - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.21638760486795774,0.09974126880808742,
Obsession with Internet - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.1578295140333036,0.2325277184457201,
Obsession with Internet - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,-0.18958438281579082,0.1503923697950966,
Obsession with Internet - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.24342895937289935,0.06318869811755788,
Obsession with Internet - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.18505089374839523,0.16057449042506736,
Obsession with Internet - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.24225522003765895,0.0645118639588118,
Obsession with Internet - Raw Score,Real Self Concept Total Score,spearman,-0.19065606984794845,0.14805700283937037,
Obsession with Internet - Raw Score,Ideal Self Concept Total Score,spearman,-0.18050594690520672,0.17128247635276597,
Obsession with Internet - Raw Score,Social Self Concept Total Score,spearman,-0.22776342631789062,0.08275225286995934,
Obsession with Internet - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Obsession with Internet - Raw Score,Perceived Social Stress Score,spearman,-0.03520895108686524,0.7912092390366422,
Obsession with Internet - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Emotional Support - Raw Score,spearman,0.016453987858784984,0.9015610117347737,
Internet as a Source of Recreation - Raw Score,Informational Support - Raw Score,spearman,0.08097302579570287,0.5420868015450828,
Internet as a Source of Recreation - Raw Score,Instrumental Support - Raw Score,spearman,-0.08184429588392261,0.5377345867552382,
Internet as a Source of Recreation - Raw Score,Emotional Support - T Score,spearman,0.01796445524817236,0.8925754683656892,
Internet as a Source of Recreation - Raw Score,Informational Support - T Score,spearman,0.09098375430122728,0.49313564647102015,
Internet as a Source of Recreation - Raw Score,Instrumental Support - T Score,spearman,-0.08148583752743822,0.5395231072217401,
Internet as a Source of Recreation - Raw Score,Perceived Social Support Total T Score,spearman,-0.013926084101260708,0.9166260765161393,
Internet as a Source of Recreation - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Power Self Concept - Real Self Concept Score,spearman,0.013807486934504178,0.9173336154691321,
Internet as a Source of Recreation - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.09605554685307788,0.4692461154242463,
Internet as a Source of Recreation - Raw Score,Power Self Concept – Social Self Concept Score,spearman,0.07063412303147938,0.5949980330402362,
Internet as a Source of Recreation - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.10572814870023843,0.4254657326186493,
Internet as a Source of Recreation - Raw Score,Social Self Concept – Social Self Concept Score,spearman,-0.009600891074080697,0.942466938739782,
Internet as a Source of Recreation - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,0.03311060094835281,0.8033963904269315,
Internet as a Source of Recreation - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.0984369855441392,0.45824775329795553,
Internet as a Source of Recreation - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,0.09129652381424681,0.4916443047098844,
Internet as a Source of Recreation - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.04745240075293412,0.7211731690536372,
Internet as a Source of Recreation - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.13450598771264793,0.30978220214993285,
Internet as a Source of Recreation - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,0.0042204555112462135,0.9746918029981984,
Internet as a Source of Recreation - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.02885992807567472,0.8282243752116708,
Internet as a Source of Recreation - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.09889216148596136,0.45616172622049944,
Internet as a Source of Recreation - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,0.025464294900973485,0.8481801174314939,
Internet as a Source of Recreation - Raw Score,Real Self Concept Total Score,spearman,0.006904025048570293,0.9586109538959744,
Internet as a Source of Recreation - Raw Score,Ideal Self Concept Total Score,spearman,-0.12363183197433529,0.3508709378351721,
Internet as a Source of Recreation - Raw Score,Social Self Concept Total Score,spearman,0.03256521563550518,0.8065717317626815,
Internet as a Source of Recreation - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Raw Score,Perceived Social Stress Score,spearman,-0.003703233126398059,0.9777925217106456,
Internet as a Source of Recreation - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Emotional Support - Raw Score,spearman,0.05937601715903143,0.655082960634235,
Enhanced Socialization - Raw Score,Informational Support - Raw Score,spearman,0.10302599467573333,0.43745660852280177,
Enhanced Socialization - Raw Score,Instrumental Support - Raw Score,spearman,-0.11697722577639953,0.3775990045111858,
Enhanced Socialization - Raw Score,Emotional Support - T Score,spearman,0.06066085836102158,0.6481051102481576,
Enhanced Socialization - Raw Score,Informational Support - T Score,spearman,0.10514022004613219,0.4280586576862101,
Enhanced Socialization - Raw Score,Instrumental Support - T Score,spearman,-0.11894075688189032,0.3695884519037158,
Enhanced Socialization - Raw Score,Perceived Social Support Total T Score,spearman,0.004137205875331072,0.9751908558743911,
Enhanced Socialization - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Power Self Concept - Real Self Concept Score,spearman,0.0012115924568210131,0.9927335296884163,
Enhanced Socialization - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,-0.15733115007955067,0.23402467610228686,
Enhanced Socialization - Raw Score,Power Self Concept – Social Self Concept Score,spearman,0.16844695086819594,0.20219695677958535,
Enhanced Socialization - Raw Score,Social Self Concept - Real Self Concept Score,spearman,-0.08269648006528078,0.5334943010686454,
Enhanced Socialization - Raw Score,Social Self Concept – Social Self Concept Score,spearman,0.1072144577234994,0.4189506613253089,
Enhanced Socialization - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,-0.010984841349838558,0.9341908331746998,
Enhanced Socialization - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.10878697039435205,0.412120341338994,
Enhanced Socialization - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,0.1554303444906712,0.2397951756048421,
Enhanced Socialization - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,-0.012672322455076997,0.9241090407320212,
Enhanced Socialization - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.07603687676495202,0.5670621338160808,
Enhanced Socialization - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,0.1451600822598312,0.27265810900734216,
Enhanced Socialization - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.06997287444352492,0.5984587104519912,
Enhanced Socialization - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.025019785093153217,0.8507997588454392,
Enhanced Socialization - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,0.08902033118040352,0.5025512258371112,
Enhanced Socialization - Raw Score,Real Self Concept Total Score,spearman,-0.0305327216593296,0.8184322816072569,
Enhanced Socialization - Raw Score,Ideal Self Concept Total Score,spearman,-0.0696000495541076,0.6004138186699493,
Enhanced Socialization - Raw Score,Social Self Concept Total Score,spearman,0.14413138540514078,0.2761074103318718,
Enhanced Socialization - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Enhanced Socialization - Raw Score,Perceived Social Stress Score,spearman,0.3545480404011339,0.005865814845673005,
Enhanced Socialization - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Emotional Support - Raw Score,spearman,-0.07185090503570181,0.5886533053776111,
Perceived Control of Internet Use - Raw Score,Informational Support - Raw Score,spearman,-0.11707528666838359,0.3771964952960559,
Perceived Control of Internet Use - Raw Score,Instrumental Support - Raw Score,spearman,-0.20421444922730667,0.12079658421642474,
Perceived Control of Internet Use - Raw Score,Emotional Support - T Score,spearman,-0.0789281409632302,0.5523682053453591,
Perceived Control of Internet Use - Raw Score,Informational Support - T Score,spearman,-0.11227199573515625,0.39721404018894124,
Perceived Control of Internet Use - Raw Score,Instrumental Support - T Score,spearman,-0.20828441539506717,0.11341041744540499,
Perceived Control of Internet Use - Raw Score,Perceived Social Support Total T Score,spearman,-0.14775536569099668,0.26408391269734005,
Perceived Control of Internet Use - Raw Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Power Self Concept - Real Self Concept Score,spearman,0.21719719031569593,0.0984491436268585,
Perceived Control of Internet Use - Raw Score,Power Self Concept - Ideal Self Concept score,spearman,0.19806938414080238,0.13263535035403487,
Perceived Control of Internet Use - Raw Score,Power Self Concept – Social Self Concept Score,spearman,0.1934583305621347,0.14207802817154372,
Perceived Control of Internet Use - Raw Score,Social Self Concept - Real Self Concept Score,spearman,0.06177898268828461,0.6420570444118925,
Perceived Control of Internet Use - Raw Score,Social Self Concept – Social Self Concept Score,spearman,0.0754297359265798,0.5701707330635212,
Perceived Control of Internet Use - Raw Score,Ability Self Concept - Real Self Concept Score,spearman,0.11303226895632594,0.3940047540117657,
Perceived Control of Internet Use - Raw Score,Ability Self Concept - Ideal Self Concept Score,spearman,0.14463180669301687,0.2744258571398722,
Perceived Control of Internet Use - Raw Score,Ability Self Concept – Social Self Concept Score,spearman,0.02808389710294041,0.8327759917942923,
Perceived Control of Internet Use - Raw Score,Physical Self Concept - Real Self Concept Score,spearman,0.055756094869296155,0.6748990470165812,
Perceived Control of Internet Use - Raw Score,Physical Self Concept – Ideal Self Concept Score,spearman,0.14645038073921304,0.26837237512644224,
Perceived Control of Internet Use - Raw Score,Physical Self Concept – Social Self Concept Score,spearman,0.0211170161675364,0.8738658317937458,
Perceived Control of Internet Use - Raw Score,Psychological Self Concept - Real Self Concept Score,spearman,0.16263545620515182,0.21843083193841548,
Perceived Control of Internet Use - Raw Score,Psychological Self Concept – Ideal Self Concept Score,spearman,0.237415182261327,0.07020496693657942,
Perceived Control of Internet Use - Raw Score,Psychological Self Concept – Social Self Concept Score,spearman,0.11141534539181473,0.4008484807924574,
Perceived Control of Internet Use - Raw Score,Real Self Concept Total Score,spearman,0.13263145352917213,0.3166350385248555,
Perceived Control of Internet Use - Raw Score,Ideal Self Concept Total Score,spearman,0.1861131455502966,0.15814439890476598,
Perceived Control of Internet Use - Raw Score,Social Self Concept Total Score,spearman,0.09995231070001613,0.4513233794438991,
Perceived Control of Internet Use - Raw Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Raw Score,Perceived Social Stress Score,spearman,0.1717491922386978,0.19336337975766416,
Perceived Control of Internet Use - Raw Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Emotional Support - Raw Score,spearman,-0.14846403803707967,0.26177444179351583,
Functional Impairment - Weighted Score,Informational Support - Raw Score,spearman,-0.09004207642774283,0.4976399408557386,
Functional Impairment - Weighted Score,Instrumental Support - Raw Score,spearman,-0.23856891349367754,0.06881274695718086,
Functional Impairment - Weighted Score,Emotional Support - T Score,spearman,-0.1439303814592648,0.27678476025743276,
Functional Impairment - Weighted Score,Informational Support - T Score,spearman,-0.08063810583716123,0.5437643501058921,
Functional Impairment - Weighted Score,Instrumental Support - T Score,spearman,-0.2349836949981757,0.07321272042178936,
Functional Impairment - Weighted Score,Perceived Social Support Total T Score,spearman,-0.21075165779926341,0.10910453344613959,
